Patron #,Total All Revenue,Most Recent Donation Date,Total Donations,Total Ticket Revenue,Total Tickets,2002 Qty,2002 Total Cost,2003 Qty,2003 Total Cost,2004 Qty,2004 Total Cost,2005 Qty,2005 Total Cost,2006 Qty,2006 Total Cost,2007 Qty,2007 Total Cost,2008 Qty,2008 Total Cost,2009 Qty,2009 Total Cost,2010 Qty,2010 Total Cost,2011 Qty,2011 Total Cost,2012 Qty,2012 Total Cost,2013 Qty,2013 Total Cost,2014 Qty,2014 Total Cost,2015 Qty,2015 Total Cost,2004 Donation,2005 Donation,2006 Donation,2007 Donation,2008 Donation,2009 Donation,2010 Donation,2011 Donation,2012 Donation,2013 Donation,2014 Donation,2015 Donation
1172,542.00,,0.00,542.00,29,0,0,0,0,6,128,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,220,0,0,4,194,0,0,0,0,0,0,0,0,0,0,0,0
1174,766.00,9/22/2015,100.00,666.00,148,4,0,3,14,19,326,13,0,11,80,10,0,3,0,2,30,18,0,11,0,4,0,19,108,8,60,23,48,0,0,0,0,0,0,0,0,0,0,0,100
1175,9.00,,0.00,9.00,25,0,0,2,0,3,9,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,374.00,,0.00,374.00,54,0,0,4,0,3,0,0,0,9,66,2,37,3,0,5,135,5,42,5,0,4,0,7,94,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,176.67,,0.00,176.67,8,0,0,5,60,0,0,0,0,0,0,3,116.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,550.00,12/24/2013,550.00,0.00,34,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,4,0,3,0,5,0,4,0,6,0,0,0,0,50,50,50,50,50,75,75,75,75
1185,1528.00,,0.00,1528.00,115,15,324,12,366,15,315,15,309,10,132,6,0,5,0,5,40,5,0,8,42,8,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,37.66,,0.00,37.66,21,0,0,0,0,0,0,9,0,4,0,8,37.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,92.00,,0.00,92.00,12,0,0,0,0,0,0,0,0,3,0,0,0,4,50,0,0,0,0,3,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,126.00,,0.00,126.00,45,0,0,0,0,0,0,0,0,3,0,5,0,5,0,15,96,4,0,11,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,392.75,,0.00,392.75,15,0,0,0,0,0,0,0,0,4,10.75,0,0,0,0,2,26,6,205,0,0,0,0,0,0,0,0,3,151,0,0,0,0,0,0,0,0,0,0,0,0
1206,20.00,,0.00,20.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,173.00,12/2/2013,33.00,140.00,100,0,0,4,0,2,0,2,0,6,0,8,0,8,0,4,0,4,0,12,0,17,140,10,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,33,0
1212,25.00,,0.00,25.00,2,0,0,0,0,0,0,1,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,517.00,,0.00,517.00,18,0,0,0,0,0,0,2,64,0,0,2,66,2,0,0,0,2,96,2,82,2,107,0,0,2,60,4,42,0,0,0,0,0,0,0,0,0,0,0,0
1224,1276.00,,0.00,1276.00,60,0,0,3,0,0,0,4,32,1,0,9,114,4,82,6,90,3,88,6,70,11,379,6,180,5,135,2,106,0,0,0,0,0,0,0,0,0,0,0,0
1225,30.00,,0.00,30.00,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,281.00,,0.00,281.00,37,0,0,0,0,13,92,14,118,10,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,324.00,,0.00,324.00,130,0,0,0,0,5,38,12,0,11,104,13,0,10,0,12,0,13,15,14,0,7,0,14,24,7,0,12,143,0,0,0,0,0,0,0,0,0,0,0,0
1228,1390.82,12/3/2003,50.00,1340.82,121,7,175.32,0,0,4,120,6,114,11,204,9,72,9,59,16,130,12,93,8,22,13,72,9,68,5,41.5,12,170,50,0,0,0,0,0,0,0,0,0,0,0
1230,28.00,,0.00,28.00,52,0,0,2,0,6,28,1,0,3,0,6,0,1,0,4,0,4,0,5,0,5,0,5,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,600.33,10/1/2013,200.00,400.33,76,7,0,7,70.33,9,0,8,0,14,0,10,11,0,0,5,86,0,0,1,35,3,24,5,0,7,174,0,0,0,0,0,0,0,0,0,0,0,200,0,0
1235,115.00,,0.00,115.00,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52,5,63,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,889.00,12/5/2013,500.00,389.00,38,2,50,0,0,2,76,2,70,1,0,4,72,4,0,3,0,2,39,3,0,5,34,3,0,3,0,4,48,50,50,50,50,50,0,25,25,50,50,50,50
1240,774.40,,0.00,774.40,31,0,0,7,120,4,69,5,104.4,0,0,0,0,0,0,10,350,3,41,0,0,0,0,0,0,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,98.00,,0.00,98.00,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,185.00,,0.00,185.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,35.00,,0.00,35.00,5,0,0,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,930.00,1/6/2014,275.00,655.00,107,2,0,0,0,4,18,4,18.5,2,0,12,0,10,128,9,74,5,33,15,118,7,48,11,64,12,70.5,14,83,0,0,0,0,0,0,0,0,50,75,75,75
1252,7.00,,0.00,7.00,25,0,0,5,7,4,0,4,0,6,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,0.00,,0.00,0.00,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,4,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,438.00,4/18/2006,400.00,38.00,18,2,0,4,0,2,0,2,0,4,0,0,0,2,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,140,0,0,0,0,0,0,0,0,0
1258,96.00,,0.00,96.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,108.00,,0.00,108.00,20,0,0,0,0,0,0,0,0,2,0,0,0,4,0,6,37,2,0,2,26,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,0.00,,0.00,0.00,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,152.00,,0.00,152.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,64,0,0,0,0,0,0,0,0,2,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,190.00,,0.00,190.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,13081.19,1/15/2013,234.00,12847.19,375,21,504,12,407,21,628.8,24,710.67,24,776.66,34,937.06,33,990,29,1140,24,936,30,1188,30,1143,30,1050,30,1128,33,1308,0,0,16,0,33,71,59,0,25,30,0,0
1283,2131.01,,0.00,2131.01,240,0,0,0,0,0,0,110,707.01,87,560,31,290,0,0,0,0,4,186,2,96,0,0,2,90,0,0,4,202,0,0,0,0,0,0,0,0,0,0,0,0
1289,2248.00,,0.00,2248.00,251,12,192,2,64,12,374,24,97,59,664,39,557,16,300,11,0,26,0,12,0,14,0,10,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,198.00,,0.00,198.00,27,0,0,0,0,0,0,0,0,0,0,27,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,650.00,,0.00,650.00,87,0,0,0,0,0,0,0,0,0,0,49,370,38,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,414.00,,0.00,414.00,50,0,0,0,0,0,0,0,0,0,0,50,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,1089.57,,0.00,1089.57,123,28,239,13,84,15,117.66,12,108.91,15,105,10,100,11,110,5,59,9,107,5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,1048.00,,0.00,1048.00,118,0,0,0,0,0,0,22,168,0,0,63,570,33,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,0.00,,0.00,0.00,102,0,0,0,0,50,0,28,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,37373.00,7/29/2014,31665.00,5708.00,316,4,0,11,100,21,1600,60,2400,74,1290,14,0,27,0,0,0,18,0,18,0,4,0,18,0,10,0,37,318,0,0,0,0,0,0,0,0,0,5000,11665,15000
1354,3654.00,,0.00,3654.00,404,0,0,0,0,0,0,0,0,60,504,0,0,0,0,60,550,0,0,60,550,60,550,60,550,49,450,55,500,0,0,0,0,0,0,0,0,0,0,0,0
1373,435.00,,0.00,435.00,48,0,0,0,0,0,0,0,0,15,135,0,0,33,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,959.00,,0.00,959.00,106,0,0,0,0,0,0,0,0,25,216,18,153,0,0,0,0,0,0,0,0,19,180,25,230,0,0,19,180,0,0,0,0,0,0,0,0,0,0,0,0
1383,9061.00,6/24/2008,220.00,8841.00,1066,150,945,0,0,0,0,216,1576,0,0,250,2250,225,2030,225,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0
1384,2476.09,,0.00,2476.09,375,100,630,88,560.09,82,600,105,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,3766.50,,0.00,3766.50,128,15,319,15,410,17,1025,5,150,24,534.5,25,580,22,523,0,0,0,0,5,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,0.00,,0.00,0.00,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1448,1826.00,,0.00,1826.00,391,60,0,104,0,48,352,20,140,20,140,41,342,36,330,20,171,20,171,22,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1535,10036.00,10/8/2013,6279.00,3757.00,100,0,0,0,0,0,0,0,0,0,0,1,38,0,0,6,272,8,290,8,261,10,222,10,370,28,1146,29,1158,100,150,100,0,0,0,0,0,0,3000,2800,129
1539,3320.00,3/5/2014,900.00,2420.00,63,2,52,4,114,6,171,2,54,4,148,6,224,4,164,2,92,4,188,6,258,8,338,5,193,4,166,6,258,0,50,50,100,100,0,100,100,150,100,150,0
1541,4330.50,11/27/2013,1625.00,2705.50,71,4,130,8,260,6,200,6,226,6,227,4,168,6,256,2,98,0,0,4,145,8,348,4,176,6,250,7,221.5,50,250,100,100,125,150,150,150,200,0,150,200
1542,8056.00,1/15/2014,230.00,7826.00,228,16,449,16,390,14,512,16,505,20,601,16,530,18,652,16,600,16,641,20,750,15,561,15,540,15,564,15,531,50,25,50,0,50,0,0,25,0,0,30,0
1543,12834.16,5/12/2014,9350.00,3484.16,184,6,134,4,70,7,280,11,174,20,428.66,12,104,10,190,14,258,12,200,8,100,13,331,31,734,15,0,21,480.5,0,1000,0,1000,1000,1000,1000,1000,1000,1000,1350,0
1547,250.00,12/3/2003,250.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0
1550,3356.00,12/13/2013,1550.00,1806.00,49,4,140,2,47,2,66,4,126,3,117,2,77,5,175,0,0,2,88,2,84,6,200,8,272,2,60,7,354,50,50,0,100,0,100,250,350,200,250,100,100
1551,644.67,3/5/2008,90.00,554.67,19,10,226.67,4,104,0,0,0,0,0,0,0,0,3,132,2,92,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,20,20,0,0,0,0,0,0,0
1552,2867.00,3/21/2011,1250.00,1617.00,40,0,0,0,0,0,0,0,0,0,0,4,156,9,310,6,246,6,252,6,231,6,288,0,0,3,134,0,0,0,0,0,0,250,250,250,250,0,0,0,250
1555,2194.00,12/16/2005,450.00,1744.00,51,8,260,13,175,14,475,10,344,6,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,250,0,0,0,0,0,0,0,0,0
1556,8417.00,5/12/2014,4550.00,3867.00,105,4,130,8,82,2,76,2,64,7,215,8,396,4,164,8,284,2,90,12,411,10,422,22,830,6,299,10,404,0,0,0,250,0,500,250,300,250,250,2250,500
1557,336.00,11/26/2013,250.00,86.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,86,0,0,0,50,0,0,50,0,50,0,50,0,50,0
1559,1566.00,1/27/2014,650.00,916.00,37,10,244,6,138,9,150,4,108,4,132,4,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,100,100,0
1565,3601.34,1/13/2009,3300.00,301.34,25,0,0,0,0,0,0,3,27.67,3,30.67,4,50,0,0,6,74,5,63,0,0,4,56,0,0,0,0,0,0,525,525,600,525,525,600,0,0,0,0,0,0
1566,3183.00,12/12/2013,650.00,2533.00,60,0,0,0,0,0,0,0,0,0,0,0,0,2,89,0,0,4,186,2,106,12,468,14,496,12,528,14,660,0,0,0,0,50,50,100,50,100,100,100,100
1568,336.00,11/28/2006,250.00,86.00,2,0,0,0,0,0,0,0,0,0,0,0,0,2,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0
1570,236.00,12/30/2004,100.00,136.00,6,4,84,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
1586,3740.60,12/23/2009,325.00,3415.60,122,10,201,8,229,8,185,8,160,8,205,8,207,8,234,8,274,8,244,10,333,10,322,8,230,10,286,10,305.6,25,200,15,15,20,25,25,0,0,0,0,0
1587,10.00,12/23/2003,10.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
1588,4490.00,12/5/2013,1453.00,3037.00,92,8,193,8,254,16,448,0,0,16,457,6,214,6,237,8,334,0,0,12,480,12,420,0,0,0,0,0,0,233,200,250,100,120,125,100,125,100,0,100,0
1589,725.00,12/17/2013,725.00,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,25,100,100,0,100,0,100,100,100,100
1590,100.00,11/10/2004,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
1593,443.00,12/1/2003,50.00,393.00,17,8,162,0,0,9,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0
1595,205.00,11/11/2008,205.00,0.00,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,80,50,50,0,0,0,0,0,0
1599,5279.33,12/16/2013,1700.00,3579.33,86,3,103.33,4,140,8,260,8,522,8,308,4,128,10,68,7,323,6,318,5,262,6,300,9,447,4,196,4,204,100,100,100,100,200,200,400,100,100,100,100,100
1602,543.90,6/21/2010,250.00,293.90,14,0,0,0,0,2,76,5,45.4,7,172.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0
1603,267.00,12/20/2004,175.00,92.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,92,75,100,0,0,0,0,0,0,0,0,0,0
1604,2014.00,3/8/2007,115.00,1899.00,64,4,128,20,448,8,300,8,220,6,186,8,239,0,0,8,288,0,0,0,0,0,0,2,90,0,0,0,0,100,0,0,15,0,0,0,0,0,0,0,0
1607,5073.00,1/12/2010,450.00,4623.00,140,10,192,10,275,11,311,9,270,10,272,8,280,8,316,10,378,12,409,10,360,10,370,10,370,10,376,12,444,150,150,0,125,0,0,25,0,0,0,0,0
1609,500.00,1/22/2004,500.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0
1617,314.00,5/14/2007,200.00,114.00,34,0,0,0,0,8,0,9,32,4,0,2,0,7,82,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,75,75,0,0,0,0,0,0,0,0
1618,1314.67,10/24/2013,975.00,339.67,13,2,21,0,0,3,59.34,3,55.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,204,0,0,0,100,75,100,0,125,100,75,25,150,100,125
1620,382.00,2/28/2009,300.00,82.00,4,0,0,0,0,0,0,0,0,0,0,3,43,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,0,0,0,0,0,0
1621,1361.00,1/5/2007,181.00,1180.00,38,0,0,4,111,5,184,7,184,8,247,8,256,6,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,15,16,0,0,0,0,0,0,0,0
1626,1441.00,11/30/2006,200.00,1241.00,31,8,237,0,0,8,496,2,60,2,84,6,204,0,0,5,160,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,0,0,0,0,0,0,0,0
1627,25.00,11/16/2006,25.00,0.00,107,0,0,0,0,4,0,5,0,0,0,24,0,4,0,3,0,9,0,9,0,14,0,6,0,16,0,13,0,0,0,0,25,0,0,0,0,0,0,0,0
1630,235.00,2/27/2008,235.00,0.00,13,9,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,100,0,50,50,0,0,0,0,0,0,0
1632,98.00,4/24/2012,65.00,33.00,4,0,0,0,0,0,0,0,0,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,25,0,0,0
1633,285.00,12/5/2012,285.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,50,50,50,0,0,50,30,30,0,0
1636,50.00,5/25/2006,50.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
1641,946.00,5/12/2014,675.00,271.00,7,0,0,1,30,0,0,2,74,0,0,2,75,2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,50,50,0,0,75,0
1642,240.00,4/22/2005,50.00,190.00,7,4,100,0,0,0,0,3,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1644,50.00,1/8/2004,50.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0
1646,3696.00,2/21/2013,600.00,3096.00,109,10,166,8,184,8,180,8,180,9,222,8,224,8,276,6,196,8,270,8,242,6,192,10,280,6,242,6,242,50,50,50,50,50,50,50,50,50,50,0,100
1647,1066.00,11/17/2004,250.00,816.00,24,0,0,0,0,0,0,0,0,24,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0
1648,2289.00,11/4/2011,858.00,1431.00,36,0,0,2,70,5,175,0,0,0,0,0,0,3,135,10,431,2,86,6,255,4,159,0,0,4,120,0,0,0,50,75,100,100,100,100,108,125,0,0,100
1649,7525.00,12/18/2013,3550.00,3975.00,110,5,175,6,140,8,234,9,219,8,170,10,298,11,387,8,376,11,415,4,186,7,337,9,390,8,388,6,260,0,100,100,100,250,250,250,500,500,500,500,500
1653,152.00,12/15/2003,100.00,52.00,2,0,0,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
1654,4666.00,11/26/2013,1275.00,3391.00,108,0,0,4,120,8,223,8,266,6,210,8,288,8,316,8,236,8,244,10,300,10,300,10,298,10,304,10,286,0,300,50,250,100,100,100,100,100,50,50,75
1655,815.66,12/24/2013,575.00,240.66,7,0,0,0,0,3,84.66,0,0,2,66,0,0,0,0,0,0,2,90,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,0,100,75,50
1656,3487.00,3/17/2014,3250.00,237.00,6,2,72,0,0,0,0,0,0,0,0,0,0,4,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,100,0,0,1000,500,250,0,1000,250,0
1657,2606.00,1/15/2014,1100.00,1506.00,60,4,140,0,0,12,240,12,240,4,104,14,342,12,351,2,89,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,0,100,100,100,100,100,100
1659,1499.00,4/2/2008,1125.00,374.00,16,12,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,100,0,0,0,0,0,0,0,0,400,200,0,225,300,0,0,0,0,0,0,0
1662,4235.00,6/2/2014,810.00,3425.00,88,0,0,0,0,0,0,4,130,2,72,6,192,8,278,12,442,10,378,12,500,8,328,8,336,8,360,10,409,0,300,0,0,100,50,150,50,55,55,50,0
1663,50.00,1/13/2004,50.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0
1665,462.00,12/17/2003,100.00,362.00,10,2,60,2,70,2,76,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,96,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
1669,2671.00,8/6/2005,60.00,2611.00,71,0,0,0,0,4,102,7,209,4,114,2,86,4,107,14,523,13,530,10,409,6,243,2,80,5,208,0,0,0,60,0,0,0,0,0,0,0,0,0,0
1670,60.00,8/6/2005,60.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
1671,2000.00,11/26/2013,2000.00,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,0,250,250,250,250,250,250,0
1675,4909.00,1/8/2014,1205.00,3704.00,119,10,276,8,184,6,158,8,180,9,216,8,224,8,252,6,216,8,289,8,289,10,320,10,340,10,346,10,414,100,100,100,100,100,100,100,100,100,105,100,100
1676,3790.00,9/29/2006,2750.00,1040.00,28,0,0,0,0,0,0,16,800,12,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,1500,0,0,0,0,0,0,0,0,0
1677,5609.00,3/5/2008,2500.00,3109.00,101,12,310,10,310,10,304,12,338,12,272,19,505,12,484,14,586,0,0,0,0,0,0,0,0,0,0,0,0,500,500,500,500,500,0,0,0,0,0,0,0
1678,136.00,12/29/2003,50.00,86.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,86,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0
1682,100.00,5/11/2005,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
1686,2685.57,,0.00,2685.57,80,0,0,0,0,0,0,9,137.57,13,322,18,764,9,175,2,86,11,317,6,306,2,96,10,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1687,1664.00,5/3/2007,231.00,1433.00,54,10,196,6,192,8,196,9,210,9,231,8,224,0,0,0,0,0,0,2,84,0,0,2,100,0,0,0,0,66,50,65,50,0,0,0,0,0,0,0,0
1688,4793.67,2/17/2012,675.00,4118.67,117,0,0,0,0,0,0,0,0,0,0,12,346.67,8,292,8,304,12,426,14,468,10,350,10,316,17,598,26,1018,100,100,0,0,150,100,100,25,100,0,0,0
1689,200.00,6/5/2006,200.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0
1693,2029.00,12/2/2005,115.00,1914.00,62,8,156,8,280,8,240,10,300,14,469,14,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,65,0,0,0,0,0,0,0,0,0
1698,500.00,11/1/2006,500.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,100,100,0,0,0,0,0,0,0,0
1700,1693.00,3/21/2011,391.00,1302.00,33,6,210,7,245,8,388,0,0,0,0,2,62,4,158,0,0,2,70,4,169,0,0,0,0,0,0,0,0,141,0,0,0,50,0,100,100,0,0,0,0
1701,1611.00,11/18/2010,397.00,1214.00,39,8,163,2,52,0,0,0,0,0,0,6,156,5,150,6,192,5,199,7,302,0,0,0,0,0,0,0,0,0,50,50,56,66,75,50,50,0,0,0,0
1704,60.00,,0.00,60.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,60,0,0,0,0,0,0,0,0,0,0,0,0
1705,1329.00,3/3/2014,1200.00,129.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,129,0,0,0,0,50,0,50,75,100,100,200,250,100,100,100,75
1707,3995.00,11/25/2013,915.00,3080.00,99,0,0,0,0,8,180,8,176,8,199,8,224,11,289,8,272,8,284,12,394,10,354,6,204,6,246,6,258,0,0,15,100,100,100,100,100,100,100,100,100
1708,300.00,11/19/2007,300.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,0,0
